"Nome","gênero","Ano","Posição"
"Michael Pechuk","M",2005,0
"Ugur Kuter","M",2005,0
"Mihai Boicu","M",2005,0
"Radu Soricut","M",2005,0
"Cyrill Stachniss","M",2005,0
"Anagh Lal","M",2005,0
"Alan Holland","M",2005,0
"Bradley J. Clement","M",2005,0
"Cheuk Yiu Ip","M",2005,0
"Michael R. James","M",2005,0
"Timothy Chklovski","M",2005,0
"Timothy L. Hinrichs","M",2005,0
"Sam Skrivan","M",2005,0
"Olivier Lhomme","M",2005,0
"Stephen Hart","M",2005,0
"Stewart Massie","M",2005,0
"Meir Kalech","M",2005,0
"Frank Dellaert","M",2005,0
"Oliver B. Martin","M",2005,0
"Kornél G. Markó","M",2005,0
"Rajat Raina","M",2005,0
"Anand V. Panangadan","M",2005,0
"Duc Nghia Pham","M",2005,0
"Vincent Conitzer","M",2005,0
"Relu Patrascu","M",2005,0
"Adrian Petcu","M",2005,0
"Jacob Beal","M",2005,0
"Luke S. Zettlemoyer","M",2005,0
"Yaxin Liu","F",2005,0
"Paolo Massa","M",2005,0
"Chitta Baral","M",2005,0
"Haleh Vafaie","F",2005,0
"Li Ding","F",2005,0
"Brian T. Kirby","M",2005,0
"Vasco Furtado","M",2005,0
"Carlos Ansótegui","M",2005,0
"Moshe Babaioff","M",2005,0
"Martin Michalowski","M",2005,0
"Ion Muslea","M",2005,0
"Matthew Klenk","M",2005,0
"Yang Gu","M",2005,0
"Makoto Yokoo","M",2005,0
"David G. Mitchell","M",2005,0
"Nicholas L. Armstrong-Crews","M",2005,0
"Bijan Parsia","M",2005,0
"Kareem S. Aggour","M",2005,0
"Xin Li 0012","F",2005,0
"Nadya Belov","F",2005,0
"Gal A. Kaminka","M",2005,0
"Matthew Molineaux","M",2005,0
"Nadya Belov","F",2005,0
"Niels Landwehr","M",2005,0
"Vincent Conitzer","M",2005,0
"Bret Hoehn","M",2005,0
"Yongmei Liu 0001","F",2005,0
"Nicola Policella","F",2005,0
"Shimon Whiteson","M",2005,0
"Kenneth D. Forbus","M",2005,0
"Tuomas Sandholm","M",2005,0
"François Michaud","M",2005,0
"Nam Tran","M",2005,0
"Dimitris Margaritis","M",2005,0
"Franz Baader","M",2005,0
"Alexander R. Statnikov","M",2005,0
"Richard Maclin","M",2005,0
"Evan Sultanik","M",2005,0
"Beau Crawford","M",2005,0
"Sylvie Coste-Marquis","F",2005,0
"Gen Endo","F",2005,0
"Juan Antonio Navarro Pérez","M",2005,0
"Ke Xu","M",2005,0
"Rong Pan","F",2005,0
"Oren Glickman","M",2005,0
"Julie Letchner","F",2005,0
"Gerhard Lakemeyer","M",2005,0
"Rohit J. Kate","M",2005,0
"Robert Price","M",2005,0
"Chitta Baral","M",2005,0
"Olivier Lhomme","M",2005,0
"Alfonso Gerevini","M",2005,0
"Salem Benferhat","M",2005,0
"Kreshna Gopal","M",2005,0
"Fei Huang","M",2005,0
"Paul H. Morris","M",2005,0
"Avi Pfeffer","M",2005,0
"Tao Wang","M",2006,0
"Pranam Kolari","M",2006,0
"Balázs Csanád Csáji","M",2006,0
"Donald Metzler","M",2006,0
"Ronen I. Brafman","M",2006,0
"Vincent Conitzer","M",2006,0
"Leila Amgoud","F",2006,0
"Matt MacMahon","M",2006,0
"Adrian Petcu","M",2006,0
"Giorgos Flouris","M",2006,0
"Saher Esmeir","M",2006,0
"Artur Dubrawski","M",2006,0
"Matt Berlin","M",2006,0
"Daniel L. Silver","M",2006,0
"Michael Montemerlo","M",2006,0
"Nicholas Kushmerick","M",2006,0
"Yaxin Bi","F",2006,0
"Hui Li","F",2006,0
"Patrick W. Yaner","M",2006,0
"Gregory Kuhlmann","M",2006,0
"Jack L. Edwards","M",2006,0
"Chu Min Li","M",2006,0
"Wenhui Liao","F",2006,0
"Ian Davidson","M",2006,0
"Pranam Kolari","M",2006,0
"Mark L. Morsch","M",2006,0
"Moshe Babaioff","M",2006,0
"David L. Roberts","M",2006,0
"Sven Koenig","M",2006,0
"Carmen Gervet","F",2006,0
"David Wingate","M",2006,0
"Steve A. Chien","M",2006,0
"Andrew Lim","M",2006,0
"Jean-François Puget","M",2006,0
"Sridhar Mahadevan","M",2006,0
"David DeVault","M",2006,0
"Yehuda Naveh","M",2006,0
"Aparna S. Varde","F",2006,0
"Bozhena Bidyuk","F",2006,0
"Rajah Annamalai Subramanian","F",2006,0
"Wolfgang Gatterbauer","M",2006,0
"Alexander Feldman","M",2006,0
"Michael H. Coen","M",2006,0
"Sanda M. Harabagiu","F",2006,0
"Tao Wang","M",2006,0
"Arwen Twinkle Lettkeman","F",2006,0
"Sooraj Bhat","M",2006,0
"Matthew Michelson","M",2006,0
"Mausam","M",2006,0
"Nestor Rychtyckyj","M",2006,0
"Uzi Zahavi","M",2006,0
"Lintao Zhang","M",2006,0
"Gery Gutnik","M",2006,0
"Stacy Lovell","F",2006,0
"Paolo Viappiani","M",2006,0
"Yuanbo Guo","M",2006,0
"Matti Järvisalo","M",2006,0
"Bhaskar Mehta","M",2006,0
"Saher Esmeir","M",2006,0
"Aviv Zohar","M",2006,0
"Qijun Zhao","M",2006,0
"Cynthia Sims Parr","F",2006,0
"Thomas Andreas Meyer","M",2006,0
"Guilin Qi","M",2006,0
"Adrian K. Agogino","M",2006,0
"Rada Mihalcea","F",2006,0
"Marie desJardins","F",2006,0
"Subramonia Sarma","M",2006,0
"Lalana Kagal","F",2006,0
"Aaron Hunter","M",2006,0
"Prashant Doshi","M",2006,0
"Vadim Bulitko","M",2006,0
"Michael Anderson","M",2006,0
"Matthew Garden","M",2006,0
"Vincent Schickel-Zuber","M",2006,0
"David Portabella Clotet","M",2006,0
"Tyler Streeter","M",2006,0
"Alejandro López-Ortiz","M",2006,0
"Jian Huang","M",2006,0
"Marius Pasca","M",2006,0
"Alina Andreevskaia","F",2006,0
"Daniel Stronger","M",2006,0
"Mark G. Core","M",2006,0
"Austin Parker","M",2006,0
"Brian Schlesinger","M",2006,0
"Leslie G. Valiant","F",2006,0
"Simon de Givry","M",2006,0
"Philip Gross","M",2006,0
"Albert Xin Jiang","M",2006,0
"Chris H. Q. Ding","M",2006,0
"Michael P. Wellman","M",2006,0
"Niels Landwehr","M",2006,0
"Zhengxiang Pan","M",2006,0
"Liu Yang","M",2006,0
"Martin Michalowski","M",2006,0
"Andrew Gilpin","M",2006,0
"Vishal Soni","M",2006,0
"Henry A. Kautz","M",2006,0
"Chaofan Sun","M",2006,0
"Kamil Wnuk","M",2006,0
"Reinhard Moratz","M",2006,0
"Giuseppe De Giacomo","M",2006,0
"Pedro M. Domingos","M",2006,0
"Sean R. Szumlanski","M",2006,0
"Stefanie Brüninghaus","F",2006,0
"Mahesh Joshi","M",2006,0
"Mazda Ahmadi","F",2006,0
"José Luis Ambite","M",2006,0
"Pat Langley","F",2006,0
"Héctor Palacios","M",2006,0
"Rong Zhou 0001","F",2006,0
"Andrew McCallum","M",2006,0
"Eric Eaton","M",2006,0
"Robert St. Amant","M",2006,0
"Nathan R. Sturtevant","M",2006,0
"Michelle X. Zhou","F",2006,0
"Bamshad Mobasher","M",2006,0
"Michael Strube 0001","M",2006,0
"Lenhart K. Schubert","M",2006,0
"Krol Kevin Mathias","F",2006,0
"Paul W. Schermerhorn","M",2006,0
"Ilya Shpitser","M",2006,0
"Robert T. Effinger","M",2006,0
"Parag Singla","M",2006,0
"François Michaud","M",2006,0
"Michael R. James","M",2006,0
"Guang Dai","F",2006,0
"Yew Jin Lim","F",2006,0
"Carlos Ansótegui","M",2006,0
"Michael H. Bowling","M",2006,0
"Richard Maclin","M",2006,0
"Filip Radlinski","M",2006,0
"Dafna Shahaf","F",2006,0
"Ugur Kuter","M",2006,0
"Louis-Philippe Morency","M",2006,0
"Ruggiero Cavallo","M",2006,0
"Eugene C. Freuder","M",2006,0
"Michael Smith 0011","M",2006,0
"Kenneth O. Stanley","M",2006,0
"David Pardoe","M",2006,0
"Brett Borghetti","M",2006,0
"Anagha Kulkarni","F",2006,0
"Yi Liu","F",2006,0
"Mazda Ahmadi","F",2006,0
"Douglas S. Lange","M",2006,0
"Oliviero Stock","M",2006,0
"Akshay Java","M",2006,0
"Nitin Jindal","M",2006,0
"Megan Nance","F",2006,0
"Jacky Baltes","M",2006,0
"Gregory Kuhlmann","M",2006,0
"Ronen I. Brafman","M",2006,0
"Hélène Fargier","F",2006,0
"Philip Kilby","M",2006,0
"Shimon Whiteson","M",2006,0
"Tom Y. Ouyang","M",2006,0
"Gita Sukthankar","F",2006,0
"Michael Wooldridge","M",2006,0
"William Cheetham","M",2006,0
"Donghui Feng","M",2006,0
"Carole R. Beal","F",2006,0
"Maarten Grachten","M",2006,0
"Carla P. Gomes","F",2006,0
"Joseph A. Konstan","M",2006,0
"Peter Z. Yeh","M",2006,0
"Marc T. Tomlinson","M",2006,0
"Magdalena Ortiz","F",2006,0
"Arnav Jhala","M",2006,0
"Kaivan Kamali","M",2006,0
"Prashant Doshi","M",2006,0
"Li Jin","F",2006,0
"Carlos Martinho","M",2006,0
"Kristina Lerman","F",2006,0
"Matthew J. Streeter","M",2006,0
"Gregory Kuhlmann","M",2006,0
"Achim Rettinger","M",2006,0
"Victor S. Sheng","M",2006,0
"Jianhua Ruan","M",2006,0
"Wei Li 0002","F",2006,0
"Tran Cao Son","M",2006,0
"Aurélie Beynier","F",2006,0
"Debra T. Burhans","F",2006,0
"John S. Kinnebrew","M",2006,0
"Amit Shabtay","M",2006,0
"Gayathri Namasivayam","F",2006,0
"Yathiraj B. Udupi","M",2006,0
"Matthew Michelson","M",2006,0
"Yaxin Liu","F",2006,0
"Stephan Schiffel","M",2006,0
"Donghui Feng","M",2006,0
"Bradford W. Mott","M",2006,0
"Kiri Wagstaff","F",2006,0
"Nathanael Chambers","M",2006,0
"Thomas Eiter","M",2006,0
"Jinyan Li","F",2006,0
"Jiang Su","M",2006,0
"Sebastian Theophil","M",2006,0
"Ullas Nambiar","M",2006,0
"Shijian Lu","M",2006,0
"Niklas Lavesson","M",2006,0
"Cécile Aberg","F",2006,0
"Janae N. Foss","F",2006,0
"Mikhail Soutchanski","M",2006,0
"Charles Parker","M",2006,0
"Michael W. Hofbaur","M",2006,0
"Jinbo Huang","M",2006,0
"Daniel Szer","M",2006,0
"Bruno Castro da Silva","M",2006,0
"Jeffrey Junfeng Pan","M",2006,0
"Kurt M. Dresner","M",2006,0
"Aviv Zohar","M",2006,0
"Christopher Raphael","M",2006,0
"Zhijun Lin","M",2006,0
"Vivi Nastase","F",2006,0
"Dmitry Shaparau","M",2006,0
"Vladimir Lifschitz","M",2006,0
"Meir Kalech","M",2006,0
"Wolfgang Ketter","M",2006,0
"Maria Cutumisu","F",2006,0
"Amir Globerson","M",2006,0
"Rafael Ramirez","M",2006,0
"Man Lan","M",2006,0
"Tom M. Mitchell","M",2006,0
"Darius Braziunas","M",2006,0
"Jin Tian","M",2006,0
"Yanhong Zhai","F",2006,0
"Julia Letchner","F",2006,0
"Minqing Hu","F",2006,0
"Mahesh Joshi","M",2006,0
"Vincent Conitzer","M",2006,0
"Gerhard Lakemeyer","M",2006,0
"Robert Niewiadomski","M",2006,0
"Kenneth O. Stanley","M",2006,0
"Linli Xu","F",2006,0
"Stephen A. Block","M",2006,0
"Michael D. Moffitt","M",2006,0
"Andreas G. Hofmann","M",2006,0
"Sandeep Chandana","M",2006,0
"Jonathan P. Pearce","M",2006,0
"Michael Benisch","M",2006,0
"Christopher Fellows","M",2006,0
"Rong Zhou 0001","F",2006,0
"Naoki Ohta","M",2006,0
"Michel Galley","M",2006,0
"Howard E. Shrobe","M",2006,0
"Nate Blaylock","M",2006,0
"Yew Jin Lim","F",2006,0
"Yang Yu","M",2006,0
"Stuart M. Shieber","M",2006,0
"Stefan Edelkamp","M",2006,0
"Alon Altman","M",2006,0
"Jonathan Gratch","M",2006,0
"Xia Jiang","F",2006,0
"Xing Jiang","F",2006,0
"Vincent Conitzer","M",2006,0
"Kevin Quennesson","M",2006,0
"Shengli Sheng","M",2006,0
"Yonghong Wang","M",2006,0
"Natasa Lazetic","F",2006,0
"Slawomir Nowaczyk","M",2006,0
"Haruhiro Yoshimoto","M",2006,0
"Aaron Sloman","M",2006,0
"Le Chang","F",2006,0
"Hang Cui","F",2006,0
"Rama Akkiraju","M",2006,0
"Chitta Baral","M",2006,0
"Rodrigo de Salvo Braz","M",2006,0
"William Pentney","M",2006,0
"Denver Dash","M",2006,0
"Debra T. Burhans","F",2006,0
"Marco Benedetti","M",2006,0
"Dov Monderer","M",2006,0
"Stephen Muggleton","M",2006,0
"Yuan An","F",2006,0
"Douglas Demyen","M",2006,0
"Oren Etzioni","M",2006,0
"Armita Kaboli","F",2006,0
"Charles Kemp","M",2006,0
"Matthew Lease","M",2006,0
"Meinolf Sellmann","M",2006,0
"Tarik Hadzic","M",2006,0
"Dafna Shahaf","F",2006,0
"Alvaro A. Cárdenas","M",2006,0
"Kilian Q. Weinberger","M",2006,0
"Arthur Choi","M",2006,0
"Bora Gazen","M",2006,0
"Dongmo Zhang","M",2006,0
"Christopher Hundt","M",2006,0
"Qiang Sun","M",2006,0
"Maxim Likhachev","M",2006,0
"Alicia P. Wolfe","F",2006,0
"Kurt M. Dresner","M",2006,0
"Takayuki Ito","M",2006,0
"Nathanael Hyafil","M",2006,0
"Fabrizio Angiulli","M",2006,0
"Yimin Huang","F",2006,0
"Jason M. Black","M",2006,0
"Akshay Java","M",2006,0
"Andrew S. Fast","M",2006,0
"André Valente","M",2006,0
"Yaxin Liu","F",2006,0
"Matthew E. Taylor","M",2006,0
"Elizabeth Sklar","F",2006,0
"Jorge A. Baier","M",2006,0
"Dimitri Marinakis","M",2006,0
"Tuomas Sandholm","M",2006,0
"David A. Cohen","M",2006,0
"Barry O'Sullivan","M",2006,0
"Brett Poulin","M",2006,0
"Alborz Geramifard","M",2006,0
"Charles Rich","M",2006,0
"Abraham Bagherjeiran","M",2006,0
"Kevin Regan","M",2006,0
"Vasile Rus","M",2006,0
"Zachary Dodds","M",2006,0
"Biplav Srivastava","M",2006,0
"Felix Brandt","M",2006,0
"Armin Stahl","M",2006,0
"Kiran Lakkaraju","F",2006,0
"David J. Bruemmer","M",2006,0
"Raz Lin","M",2006,0
"Li Chen","F",2006,0
"Kevin M. Godby","M",2006,0
"Nela Gurevich","F",2006,0
"Hirotaka Niitsuma","M",2006,0
"Mohan Sridharan","M",2006,0
"Mihaela Sabin","F",2006,0
"Christopher H. Brooks","M",2006,0
"Brian Hutchinson","M",2006,0
"Trey Smith","M",2006,0
"Alexandre Albore","M",2006,0
"Kenneth M. Bayer","M",2006,0
"Rachel Greenstadt","F",2006,0
"Katsutoshi Hirayama","M",2006,0
"Viet Dung Dang","M",2006,0
"Ross Mead","M",2006,0
"Martin Gebser","M",2006,0
"Anthony Hoogs","M",2006,0
"Ke Wang","M",2006,0
"Evgeniy Gabrilovich","M",2006,0
"Radu Marinescu 0002","M",2006,0
"Fahd Albinali","M",2006,0
"Ron Katz","M",2006,0
"Rachel Greenstadt","F",2006,0
"Andrea Lockerd Thomaz","F",2006,0
"Yarden Katz","F",2006,0
"Federico Heras","M",2006,0
"Piotr Faliszewski","M",2006,0
"Samarth Swarup","M",2006,0
"Crystal Schuil","F",2006,0
"Benjamin Markines","M",2006,0
"Paul Elliott","M",2006,0
"William R. Swartout","M",2006,0
"Yong Liu","M",2006,0
"Inês Lynce","F",2006,0
"Jeffrey Johns","M",2006,0
"Martin Zinkevich","M",2006,0
"Yutaka Matsuo","M",2006,0
"Duncan Hull","M",2006,0
"Maria Fox","F",2006,0
"Georg Gottlob","M",2006,0
"Branislav Kveton","M",2006,0
"Ben Goertzel","M",2007,0
"Fei Wang 0001","M",2007,0
"Adam Anthony","M",2007,0
"Gregory Dudek","M",2007,0
"Jason M. O'Kane","M",2007,0
"Yann Chevaleyre","M",2007,0
"Emma Brunskill","F",2007,0
"Tom Y. Ouyang","M",2007,0
"Jilian Zhang","F",2007,0
"Steven Reece","M",2007,0
"Roy Bar-Haim","M",2007,0
"David C. Parkes","M",2007,0
"Bas R. Steunebrink","M",2007,0
"Anne Menendez","F",2007,0
"Branislav Kveton","M",2007,0
"Alfredo Gabaldon","M",2007,0
"Frank Hutter","M",2007,0
"Feilong Chen","M",2007,0
"Nikos Dimaresis","M",2007,0
"Xiaojin Zhu 0001","M",2007,0
"Michael D. Moffitt","M",2007,0
"Fabiana Lorenzi","F",2007,0
"Deborah L. McGuinness","F",2007,0
"Christopher Kiekintveld","M",2007,0
"Antonio Sanfilippo","M",2007,0
"Johannes Oetsch","M",2007,0
"Thomas L. Dean","M",2007,0
"Shibin Qiu","M",2007,0
"Ron Katz","M",2007,0
"Xiaojin Zhu 0001","M",2007,0
"Lirong Xia","M",2007,0
"Timothy Weale","M",2007,0
"Gerhard Brewka","M",2007,0
"Igor Kiselev","M",2007,0
"Bo Hu","M",2007,0
"Hendrik Zender","M",2007,0
"Hannaneh Hajishirzi","F",2007,0
"Li Zhang 0005","F",2007,0
"Tomasz F. Stepinski","M",2007,0
"Esben Rune Hansen","M",2007,0
"Carlos Gómez Gallo","M",2007,0
"Masahiro Kimura","M",2007,0
"Guilin Qi","M",2007,0
"Ya'akov Gal","M",2007,0
"Ying Liu 0001","F",2007,0
"Sven Jacobi","M",2007,0
"Joseph Modayil","M",2007,0
"Hojjat Ghaderi","M",2007,0
"Maria Cutumisu","F",2007,0
"Enrico Giunchiglia","M",2007,0
"Piotr Faliszewski","M",2007,0
"Bobby D. Bryant","M",2007,0
"Nitesh V. Chawla","M",2007,0
"Timothy William Cleaver","M",2007,0
"Bistra N. Dilkina","F",2007,0
"Matthew J. Daigle","M",2007,0
"Matthew J. Streeter","M",2007,0
"Horst Samulowitz","M",2007,0
"William Pentney","M",2007,0
"Lilyana Mihalkova","F",2007,0
"Javed Ahmed","M",2007,0
"Yutaka Matsuo","M",2007,0
"Ralf Krestel","M",2007,0
"Ariel D. Procaccia","M",2007,0
"Su Nam Kim","F",2007,0
"Alvaro Cortés-Calabuig","M",2007,0
"Aria Haghighi","M",2007,0
"Feng Pan","M",2007,0
"Tomás Singliar","M",2007,0
"Radu Marinescu 0002","M",2007,0
"David Robert Martin Thompson","M",2007,0
"Talal Rahwan","M",2007,0
"Arthur Gretton","M",2007,0
"Samuel Ieong","M",2007,0
"Rong Zhou 0001","F",2007,0
"Hang T. Dinh","F",2007,0
"Megan Smith","F",2007,0
"Dimitri Marinakis","M",2007,0
"Prashant Doshi","M",2007,0
"Philip Hendrix","M",2007,0
"Aaron P. Shon","M",2007,0
"Shihao Ji","M",2007,0
"Salem Benferhat","M",2007,0
"Yann Ollivier","M",2007,0
"Barry O'Sullivan","M",2007,0
"Nathanael Hyafil","M",2007,0
"David Gustafson","M",2007,0
"Raquel Ros","F",2007,0
"Baharak Rastegari","F",2007,0
"Andrew Gilpin","M",2007,0
"Christian Meilicke","M",2007,0
"Alexander L. Strehl","M",2007,0
"Anika Schumann","F",2007,0
"Ian P. Gent","M",2007,0
"James F. Allen","M",2007,0
"Wei Tong","F",2007,0
"Steven David Prestwich","M",2007,0
"Liad Blumrosen","F",2007,0
"Kate Lockwood","F",2007,0
"Marc Pickett","M",2007,0
"Srinivas Krovvidy","M",2007,0
"Andreas Krause 0001","M",2007,0
"Richard E. Korf","M",2007,0
"Maria Fox","F",2007,0
"Julian Dolby","M",2007,0
"Brian Harrington","M",2007,0
"Sathiamoorthy Subbarayan","M",2007,0
"John Huddleston","M",2007,0
"Julien Laumonier","M",2007,0
"Hans P. van Ditmarsch","M",2007,0
"Murat Sensoy","M",2007,0
"Songhua Xu","F",2007,0
"Christopher J. Carpenter","M",2007,0
"Lin Li 0001","F",2007,0
"James E. Clune","M",2007,0
"Markus Krötzsch","M",2007,0
"Julia M. Taylor","F",2007,0
"Gabriele Röger","M",2007,0
"Andrew Lim","M",2007,0
"Barry O'Sullivan","M",2007,0
"Thomas Bittner","M",2007,0
"Slav Petrov","M",2007,0
"Albert Xin Jiang","M",2007,0
"Bo Long","M",2007,0
"Antonio Roque","M",2007,0
"Sofus A. Macskassy","M",2007,0
"Matthew E. Taylor","M",2007,0
"Ken Barker","M",2007,0
"John C. Stamper","M",2007,0
"Anthony Hunter","M",2007,0
"Emma Rollon","F",2007,0
"Jin Tian","M",2007,0
"Deborah L. McGuinness","F",2007,0
"Jagadeesh Gorla","M",2007,0
"Sebastian Stein 0001","M",2007,0
"Nicholas L. Cassimatis","M",2007,0
"Pascal Van Hentenryck","M",2007,0
"Indrajit Bhattacharya","M",2007,0
"Andy Hon Wai Chun","M",2007,0
"Victor Naroditskiy","M",2007,0
"Willem Jan van Hoeve","M",2007,0
"Piotr W. Mirowski","M",2007,0
"Ari Yakir","M",2007,0
"Guihua Sun","F",2007,0
"Hila Becker","F",2007,0
"Sebastian Blohm","M",2007,0
"Régis Sabbadin","M",2007,0
"Alex Nash","M",2007,0
"Luke K. McDowell","M",2007,0
"Minghao Yin","M",2007,0
"Robby Goetschalckx","M",2007,0
"Freddy Lécué","M",2007,0
"Kenneth D. Forbus","M",2007,0
"John Anderson","M",2007,0
"Itai Ashlagi","M",2007,0
"Vishal Soni","M",2007,0
"Diego Calvanese","M",2007,0
"Natalie Fridman","F",2007,0
"Benjamin Lambert","M",2007,0
"Andrew Nuxoll","M",2007,0
"Matthias Hein 0001","M",2007,0
"Esben Rune Hansen","M",2007,0
"Kurt D. Bollacker","M",2007,0
"Justin Martineau","M",2007,0
"Christopher G. Reeson","M",2007,0
"Matthew J. Streeter","M",2007,0
"Natasha Alechina","F",2007,0
"Dorit Avrahami-Zilberbrand","F",2007,0
"Scott Helmer","M",2007,0
"Iyad Rahwan","M",2007,0
"Kaile Su","F",2007,0
"Makoto Yokoo","M",2007,0
"Kathleen T. Durant","F",2007,0
"Russell Bent","M",2007,0
"Daria Terekhov","F",2007,0
"Samuel Wintermute","M",2007,0
"Jacob Eisenstein","M",2007,0
"Susan Craw","F",2007,0
"Bethany R. Leffler","F",2007,0
"Felix Brandt","M",2007,0
"Wei Sun 0009","F",2007,0
"Nolan Bard","M",2007,0
"David L. Roberts","M",2007,0
"Pavel Klinov","M",2007,0
"Shimon Whiteson","M",2007,0
"Uzi Zahavi","M",2007,0
"Sebastian Sardiña","M",2007,0
"Camille Besse","F",2007,0
"Carlos González-Morcillo","M",2007,0
"Bhaskar Mehta","M",2007,0
"Yan Virin","M",2007,0
"Shogo Takeuchi","M",2007,0
"Carla P. Gomes","F",2007,0
"Dongmo Zhang","M",2007,0
"Cory D. Kidd","M",2007,0
"Maria Fox","F",2007,0
"David R. Thompson","M",2007,0
"Subbarao Kambhampati","M",2007,0
"Dou Shen","F",2007,0
"Alexandra Meliou","F",2007,0
"Stefan Zickler","M",2007,0
"Masoumeh T. Izadi","F",2007,0
"Bill Z. Manaris","M",2007,0
"Octavian Udrea","M",2007,0
"Michael Wooldridge","M",2007,0
"Ole J. Mengshoel","M",2007,0
"Alexander Felfernig","M",2007,0
"Mustafa Bilgic","M",2007,0
"Afsaneh Shirazi","F",2007,0
"Ken Barker","M",2007,0
"Yolanda Gil","F",2007,0
"Mohammad Taghi Hajiaghayi","M",2007,0
"Bruno Norberto da Silva","M",2007,0
"Carlos Ansótegui","M",2007,0
"Nirmit Desai","M",2007,0
"William Thompson","M",2007,0
"Jens Claßen","M",2007,0
"Ece Kamar","F",2007,0
"Mark W. Schmidt","M",2007,0
"Ibrahim Eden","M",2007,0
"Irit Katriel","F",2007,0
"Cristina Conati","F",2007,0
"Tadanobu Furukawa","M",2007,0
"Eric Eaton","M",2007,0
"Esra Erdem","F",2007,0
"David Minnen","M",2007,0
"Eric A. Hansen","M",2007,0
"Azzurra Ragone","F",2007,0
"Dat P. T. Nguyen","M",2007,0
"Nirmit Desai","M",2007,0
"Gert Van Dijck","M",2007,0
"Patrik Haslum","M",2007,0
"Jinbo Bi","M",2007,0
"Vibhav Gogate","M",2007,0
"Laurence A. Kramer","F",2007,0
"Jeff Z. Pan","M",2007,0
"Michael H. Coen","M",2007,0
"Jie Zhang","F",2007,0
"Kenil C. K. Cheng","M",2007,0
"Alessandro Artale","M",2007,0
"Jeffrey Johns","M",2007,0
"Christopher P. Diehl","M",2007,0
"Carlos Ansótegui","M",2007,0
"Qiankun Zhao","M",2007,0
"Jussi Rintanen","M",2007,0
"Agostino Dovier","M",2007,0
"Nick Hawes","M",2007,0
"Stephan Schiffel","M",2007,0
"Yuval Marom","M",2007,0
"Luís C. Lamb","M",2007,0
"Brian Harrington","M",2007,0
"Ross Mead","M",2007,0
"Matthew E. Taylor","M",2007,0
"Beenish Bhatia","F",2007,0
"Maxim Binshtok","M",2007,0
"Christophe Lecoutre","M",2007,0
"Salem Benferhat","M",2007,0
"Richard Maclin","M",2007,0
"Marc Pickett","M",2007,0
"Matthew E. Taylor","M",2007,0
"Yan Virin","M",2007,0
"David V. Pynadath","M",2007,0
"Tim Harbers","M",2007,0
"Michael Buro","M",2007,0
"Jörg Hoffmann 0001","M",2007,0
"Sinno Jialin Pan","M",2007,0
"Natalia Hernandez-Gardiol","F",2007,0
"Marek Petrik","M",2007,0
"Katie Atkinson","F",2007,0
"Lan Nie","F",2007,0
"Sebastian Stein 0001","M",2007,0
"David Poole","M",2007,0
"Subhash Suri","M",2007,0
"Eric Sodomka","M",2007,0
"Andrew W. Wicker","M",2007,0
"Xiangyu Duan","M",2007,0
"Xiaocong Fan","M",2007,0
"Avi Pfeffer","M",2007,0
"Yi Wang 0008","F",2007,0
"Shuyi Zheng","F",2007,0
"Xiaofeng Zhu","M",2007,0
"Vladimir Lifschitz","M",2007,0
"Nicolás D. Rotstein","M",2007,0
"Toby Walsh","M",2007,0
"Wenyuan Dai","M",2007,0
"Miroslaw Truszczynski","M",2007,0
"Brian Harrington","M",2007,0
"Jie Bao","F",2007,0
"Takahiro Kawamura","M",2007,0
"Ross Mead","M",2007,0
"Tony Veale","M",2007,0
"Peter R. Wurman","M",2007,0
"Tom Armstrong","M",2007,0
"Mark Roberts","M",2007,0
"Scott W. McQuiggan","M",2007,0
"Stéphane Grandcolas","M",2007,0
"Xiaojin Zhu 0001","M",2007,0
"Philip Zigoris","M",2007,0
"Rohit J. Kate","M",2007,0
"Yi Jin","F",2007,0
"Christophe Lecoutre","M",2007,0
"Kimberle Koile","F",2007,0
"Xiaojun Wan","F",2007,0
"Daniel Bahls","M",2007,0
"Dara Curran","F",2007,0
"Barry Smyth","M",2007,0
"Jessica Davies","F",2007,0
"Yifeng Zeng","M",2007,0
"Vibhav Gogate","M",2007,0
"Akshay Java","M",2007,0
"Jie Zhang 0002","F",2007,0
"Alban Grastien","M",2007,0
"Edith Elkind","F",2007,0
"Katsumi Inoue","M",2007,0
"Rui Wang 0005","M",2007,0
"Colin McMillen","M",2007,0
"Eric I. Hsu","M",2007,0
"Pascal Van Hentenryck","M",2007,0
"Iyad Rahwan","M",2007,0
"Zhen Liu","M",2007,0
"Matthew Klenk","M",2007,0
"Deng Cai","M",2007,0
"Heiner Stuckenschmidt","M",2007,0
"Patrick G. Kenny","M",2007,0
"Jeffrey Junfeng Pan","M",2007,0
"Theodore Elhourani","M",2007,0
"William G. Kennedy","M",2007,0
"Giuseppe De Giacomo","M",2007,0
"Avi Pfeffer","M",2007,0
"Ugur Kuter","M",2007,0
"Kristen Grauman","F",2007,0
"Martin Allen","M",2007,0
"Vittorio Castelli","M",2007,0
"Georg Gottlob","M",2007,0
"Thomas Wölfl","M",2007,0
"Martin Zinkevich","M",2007,0
"Sushmita Roy","F",2007,0
"Fatiha Saïs","F",2007,0
"Simone Paolo Ponzetto","F",2007,0
"Chih-Han Yu","M",2007,0
"Aaron Hunter","M",2007,0
"Gaël Dias","M",2007,0
"Kevin Gold","M",2007,0
